,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,C11,C12,C13,C14,C15,C16,C17,C18,C19,C20,C21
ph,0.49377428517435196,-0.8349011878784393,-0.07433293509610282,0.460427668885548,0.020122180852213505,1.1958272154294427,1.2742170781017323,0.9337872555428941,-1.621621444054507,-0.013268872813769724,0.11323604169978255,0.9305721879480614,-0.8243318969932923,0.8357461733602636,0.9516346501750172,0.38616611341407686,0.42118991562223723,0.04168453808776982,-2.5610135046171263,1.2570169350527538,0.6581237263823334
tr,-0.981993388669943,-0.5193002273466326,0.04604675237961889,0.22535323570242807,0.9570764672040183,-1.2069382097014327,-0.625039744454485,0.8748125307392803,-0.28913287950674643,-0.6435180774601494,0.20332027669293334,-0.9732738687799928,-0.0225216846349984,0.5265130016486855,-0.9203751961457498,-0.3242733218416961,0.48740393648645974,0.2607886895709788,0.10949494483833923,-1.6840660078601384,0.23815760761189506
if,1.4046772286707612,-4.254448734467418,0.9947416177452981,-2.718492217790205,-0.2022071555582398,1.1977212563543036,0.37586090854580473,-0.2318270252323702,1.4872646404330774,-1.1052766208081428,-0.5825220514820966,-0.9107467401869174,-0.32070878686223797,-0.9922268906489985,0.08532502442630961,-0.14075674924400647,0.5679524259556447,-0.7818544823710711,0.24290448539258783,0.05321588665226156,0.006473745112202166
b,4.35824321157001,-0.09575856339094896,-0.06573994924326623,1.0195503306951623,-0.8064281861776506,-2.748783597027048,-0.5445707656993996,0.4678487392618006,-0.246784326877089,1.0943532755329333,0.6069662257178046,-1.224391080252548,-0.7220027311196874,-0.7358527121186789,-0.3973963354071861,0.7117075682939175,-0.7416309791445779,1.3057853983227647,-1.0352004143450295,-0.10041525291653536,0.2679907966393589
dj,0.03979308320056063,-0.7930762668145784,-0.22488709380275548,1.2108381789594218,1.0978999357068429,-1.092847197620518,-0.6586685437668335,0.6043486462696572,0.8180644787456767,-0.02776025100052026,-1.278574284207054,2.2361254796751586,0.17010717439899714,0.6084302848535055,-1.6065893567137368,0.11340101974305974,1.813295543168512,-0.2632292059876452,-0.8877214903596448,0.8832023235300014,0.6961323290837862
gj,0.003862804896458006,-1.156164405164423,-0.8949940693609597,0.9377071323017929,1.1523387774557732,0.25487039477047074,0.060330620172168024,-0.5238717144826964,0.33105870578175234,0.4827560431424831,3.056139950275645,-0.750701398523456,0.07300227454014445,0.893263376677946,1.8681422897594933,-0.8973414021205387,-1.0177888959993917,-1.6981267997059357,0.6283759872234166,0.13377310016598878,0.6428363009300048
mh,-0.5730356840584786,-0.4220316495023584,-0.4902544064446493,0.3347333284957112,1.8164123798816831,-1.1023651132458736,0.022712699836527905,1.7999861712456728,1.1944639993444301,0.776664603576198,0.37656462710472055,0.25978832600530555,0.7874056290184234,1.4136552643553635,0.8619259188321751,-1.1855291701050772,-0.2415392595378654,0.43397382480369306,0.27065149261084837,1.958306179377796,-0.8370196690912026
ot,-0.8213771308752297,-0.7291471226622451,0.10522972409019792,0.01789771314860084,0.0849368028692455,-0.4912433040800691,-0.20242179759469664,-0.2668291040536485,-0.40369763340515713,0.5172817528582239,0.6137321078084206,-0.049976554524332154,-0.1450968804814419,0.7118626897371695,0.041613197342754385,0.6801028888945055,-0.3070609706158395,-1.2729926048090359,0.3300015412874709,0.2541489455252219,-0.4122967623538398
vl,-0.015370094798967804,0.5564885263890451,0.6058686809872297,0.3533860045956173,1.8940548907472192,0.4031975168086676,1.230070981227749,0.1433319310997734,0.009310921487206088,2.6185596565767795,-0.3529396733915177,0.18389177505965984,-0.01099163090823862,-2.2283041088327638,-0.2382786823787019,0.8078845198524734,0.3290449920789315,-2.1596343173191936,0.23656438675660454,-0.9985008882121394,1.065254390861316
ar,0.4218347845743565,1.2671156773063807,-0.057640572618302986,-1.3442090401947322,-2.239712499400993,-1.3209697580642485,0.9757594741932616,0.09702939372120678,1.5048400821566825,-0.666191484122827,0.3208942255960794,1.7983133925608936,0.4896080104062011,0.5036310013629006,0.18556265991692283,-2.680581667833068,0.3132403296154027,-0.9501011361959677,-0.3837231259787162,-0.2912283728255364,0.435289946848484
cs,-0.3218031916101064,0.7348547234832433,0.6844140996283766,-1.0557197053266567,1.058646275967824,0.7452674542783598,-1.5629101340413252,1.0395041734518058,0.3952955181178816,-0.9472358682438281,-0.4798790232869141,-0.6934548368919156,1.8002554376766358,0.9840666363389721,0.8396231871312125,-0.644088293783551,-0.2753745755057419,2.101271316549347,-0.7884640318057851,-0.3481139025174563,-0.5248981324373073
hd,0.47946908941899935,0.30463756417222343,-1.472163197160546,1.0776516492898833,-0.7619320714922152,1.274666460777541,1.1178073609919257,1.0847637039142988,0.9619522932287861,-1.5065107901998511,0.7682121079067296,-0.8241691251323013,0.4676131976202799,-0.14408777184483015,1.11788832676604,2.0806909277429964,1.993251150482963,0.9300490569802258,2.171933539206799,-0.3894783505065521,-0.3049879339704489
tm,1.2405634891319712,0.47036154902674576,-0.049940125097984,-1.3889086059822853,0.10943908821337911,-1.0059252096817184,0.5744647071367468,-0.5120800945755455,-0.3309741529717496,-0.4462413737944873,0.23143554890189544,-0.07949876800451146,0.9861591114389368,2.5669452471348095,0.3011510940770662,1.0605383234225054,-0.7250630615627008,-0.9496904848860557,-0.08351290690048428,-2.051397641950093,-0.3736934273273872
